id,name,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2d6ml9Qkx8r4EjuUyrdpRV,"Nocturne No. 1 In B Flat Minor, Op. 9 No. 1",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.261,0.0149,1,-27.528,1,0.0419,0.992,0.897,0.102,0.0382,75.296,286987,4
2ZrF3UfwS50CKE8jQQVjWj,Three Postludes (1981/82): Postlude No. 3,Valentin Silvestrov,"['ukrainian classical', 'ukrainian classical piano']",0.116,0.0011,2,-39.982,1,0.0544,0.988,0.227,0.0991,0.0387,70.332,255960,3
48i1p3R9l9f7zjcHPJysZZ,Wind Song,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",0.339,0.00572,11,-32.309,0,0.0378,0.986,0.923,0.103,0.0616,72.7,198650,3
4cua8i7gOCM94DEBlXFb80,"3 Old Viennese Dances: No. 2, Liebesleid (Transcr. for Violin and Orchestra)",Fritz Kreisler,"['classical', 'post-romantic era', 'violin']",0.232,0.0882,9,-25.96,0,0.0607,0.911,0.586,0.127,0.137,79.317,220947,3
0aDl3mGEr6eZcSwoJo91Np,irreplaceable,Chad Lawson,['new age piano'],0.238,0.0747,0,-24.201,0,0.0437,0.95,0.935,0.0978,0.126,117.686,271943,4
7N2tmiKcG2bUgZkuRKXor4,"Cello Suite No.1 In G Major, BWV 1007: 1. Prélude",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.205,0.129,7,-18.197,1,0.0595,0.968,0.946,0.101,0.296,136.871,169924,4
1CHswVnHopmeIly3bTSnmF,Merry-Go-Round of Life,Joe Hisaishi,"['anime', 'anime score', 'japanese classical', 'japanese soundtrack', 'orchestral soundtrack']",0.219,0.19,2,-15.089,0,0.0318,0.962,0.926,0.0986,0.106,89.305,164931,4
2vz6Zep5xyCIAZgIroYL1X,"Feed the Birds - From ""Mary Poppins""",Lang Lang,"['chinese classical performance', 'chinese classical piano', 'classical performance', 'classical piano']",0.46,0.03,1,-22.209,1,0.0697,0.987,0.897,0.0975,0.0535,133.167,261309,4
1D5LT3ZUtwpXFpiv18M0R2,"Préludes / Book 1, L. 117: No. 8, The Girl with the Flaxen Hair",Claude Debussy,"['classical', 'impressionism', 'post-romantic era']",0.461,0.0104,6,-31.073,1,0.0655,0.995,0.908,0.0895,0.106,71.494,172107,5
1rpF77jsLBMG2QjCuhe0Sr,We Contain Multitudes — piano reworks,Yiruma,"['korean instrumental', 'neo-classical', 'new age piano']",0.417,0.0287,7,-25.066,1,0.0714,0.994,0.889,0.079,0.285,143.262,264053,4
3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,357707,1
0H2VhGUC3P3hvwz8rdGIpC,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven,"['classical', 'classical era', 'early romantic era', 'german romanticism']",0.23,0.0487,5,-27.675,1,0.0412,0.986,0.945,0.0679,0.101,134.839,203656,5
64LTn5fTsPR0QLy7bVYl9w,"Nocturne No. 19 in E Minor, Op. 72, No. 1",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.334,0.00732,4,-30.908,0,0.0355,0.991,0.952,0.0968,0.0964,60.171,241987,4
0U69ZvJfshKs1OVIyW1E7B,"12 Violin Concertos, Op.8 ""Il cimento dell'armonia e dell' invenzione"" / Concerto No. 3 in F Major for solo violin, ""L'Autunno"" - RV293: 1. Allegro",Antonio Vivaldi,"['baroque', 'classical', 'early music', 'italian baroque']",0.463,0.155,5,-17.164,1,0.044,0.877,0.261,0.105,0.222,122.437,301720,4
41g83Usxjh9TRoxNGGqTTU,"Orfeo ed Euridice, Wq. 30 - Arranged Sgambati / Act 2: Melodie dell'Orfeo",Christoph Willibald Gluck,"['classical', 'classical era', 'early music', 'galante era']",0.279,0.00461,2,-36.886,0,0.0439,0.989,0.982,0.0638,0.039,69.813,181547,5
4zdyJk5NEGXiWIZ87zfRVQ,"Come, Sweet Death, BWV 478 (Arr. for 5 Cellos)",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.103,0.0931,0,-20.732,0,0.0405,0.968,0.871,0.149,0.0355,85.638,197200,4
0kckvKwPBjQuVLgwGnICAv,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven,"['classical', 'classical era', 'early romantic era', 'german romanticism']",0.267,0.0024,1,-42.261,0,0.0531,0.995,0.897,0.0942,0.267,71.428,397773,4
7i9cdG6l1lg0xAraTublsw,"Waltz No. 19 in A Minor, KK IVb (Version for Harp in A Flat Minor)",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.391,0.0939,8,-25.725,0,0.0531,0.982,0.933,0.107,0.101,127.162,142638,4
1mlLOJXeUrwviYpUHYeZE8,"Le Carnaval des Animaux, R. 125: 7. Aquarium",Camille Saint-Saëns,"['classical', 'french romanticism', 'late romantic era']",0.191,0.0317,9,-35.616,0,0.0407,0.984,0.888,0.0974,0.142,135.974,150733,3
0OrZXWjGgGUuoIoqnLvtJN,Sometimes I Feel Like a Motherless Child,Samuel Coleridge-Taylor,"['light music', 'post-romantic era', 'victorian britain']",0.379,0.075,0,-20.328,1,0.0408,0.992,0.913,0.106,0.0353,68.232,241187,3
1BncfTJAWxrsxyT9culBrj,Experience,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,4
65a1ng2xAbaRbYWsq9H2MH,Lionheart,Stephan Moccio,['background piano'],0.329,0.0232,2,-24.632,0,0.0372,0.993,0.922,0.0965,0.112,111.377,209693,4
5zIJsFst05gsrUdr9ghEpG,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.457,0.0252,3,-35.116,1,0.0621,0.996,0.875,0.0975,0.168,74.137,138840,4
58vWVeAtv2LKwlYyRLPWV5,On the Nature of Daylight,Max Richter,"['compositional ambient', 'post-minimalism']",0.0958,0.322,10,-13.753,0,0.0458,0.159,0.855,0.105,0.0332,87.339,374400,3
5qVqMPQdfFywNQIOP7Ncdz,Canon and Gigue in D major - arr. Max Seiffert: 1. Canon,Johann Pachelbel,"['baroque', 'classical', 'german baroque']",0.28,0.104,2,-19.802,1,0.0336,0.935,0.866,0.362,0.176,92.628,310000,4
1GCpKbwGqAwleD1GK31zT0,"Nocturne No.2 In E Flat, Op.9 No.2",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.33,0.00922,10,-30.88,1,0.0412,0.993,0.953,0.102,0.0715,133.121,242587,3
7rIWt3zlh2ntF1XDzj3wee,"Suite No.3 In D, BWV 1068: 2. Air",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.124,0.0802,2,-25.99,1,0.045,0.923,0.932,0.16,0.0577,96.644,365000,4
2XRnbXXt4vdrPdI3QL8Lym,"Swan Lake (Suite), Op.20a, TH 219: 1. Scene - Swan Theme",Pyotr Ilyich Tchaikovsky,"['classical', 'classical drill', 'late romantic era', 'russian romanticism']",0.0786,0.227,4,-16.041,0,0.041,0.919,0.924,0.138,0.056,69.884,185440,4
687dYpD7d1LTkxSA4H1Qzd,"Pavane, Op.50",Gabriel Fauré,"['classical', 'post-romantic era']",0.175,0.0385,6,-27.916,0,0.0385,0.931,0.919,0.116,0.0761,81.177,314893,4
5xVcnhVL0AwcOgbpuxTu6W,"Widerstehe doch der Sünde, BWV 54 (Transcr. by Víkingur Ólafsson)",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.42,0.0876,3,-28.052,1,0.0425,0.995,0.9,0.102,0.278,82.496,266213,4
1hX3yoGAJypm6dMMWLoyKo,"Goldberg Variations, BWV 988: Aria - Edit",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.393,0.0152,4,-30.793,0,0.0437,0.995,0.906,0.075,0.164,75.084,161293,4
0DMTFPtUOkBgfM4U0Ih8LR,"Vesperae solennes de confessore in C Major, K. 339: V. Laudate Dominum omnes gentes (Arr. Víkingur Ólafsson) - Grand Piano",Wolfgang Amadeus Mozart,"['classical', 'classical era', 'lullaby']",0.222,0.00847,5,-29.725,1,0.0401,0.992,0.883,0.0912,0.147,67.386,296773,4
3IEl5LLYsvTEQmnxMaxBQa,River Flows In You,Yiruma,"['korean instrumental', 'neo-classical', 'new age piano']",0.385,0.285,9,-19.837,1,0.0583,0.966,0.937,0.111,0.267,137.2,210562,3
7elLKWtTEMCbOmYZ37ci9r,Temple White,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",0.303,0.00958,8,-28.556,1,0.054,0.991,0.953,0.109,0.212,72.204,264845,5
47kA4ykK0Rlwjf8oV2HMo7,amour,Jean-Michel Blais,[],0.175,0.212,6,-14.073,1,0.0374,0.85,0.86,0.0979,0.128,132.026,277853,3
5Gm2tHCFTzb0vHZfReSr5f,Opus 18 - Silfur Version,Dustin O'Halloran,['compositional ambient'],0.307,0.036,2,-28.755,0,0.0522,0.995,0.801,0.0941,0.171,138.26,211440,3
3NrOSg735np3PW8OEvt5F8,"Variations on an Original Theme, Op. 36 ""Enigma"": 9. Nimrod (Adagio)",Edward Elgar,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']",0.0869,0.0587,3,-22.846,1,0.0397,0.929,0.762,0.113,0.0372,86.027,225133,4
4XJXYvjW0CB2MLMk8l7Vdi,"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 4. Double. Presto",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.456,0.456,11,-16.055,0,0.0535,0.973,0.353,0.186,0.974,144.489,210680,3
5CBzaWVsJgl4DD1oNInz9b,"Vocalise, Op.34, No.14",Sergei Rachmaninoff,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",0.07,0.0724,4,-25.949,0,0.0404,0.946,0.896,0.286,0.0369,75.52,327600,4
1BpKbG3NkHgK5AypMtdUv9,Bachianas brasileiras No. 5: I. Aria (Cantilena): Adagio,Heitor Villa-Lobos,"['brazilian classical', 'classical', 'early modern classical', 'latin classical', 'neoclassicism']",0.217,0.159,4,-19.013,0,0.0459,0.961,0.943,0.101,0.0395,104.533,317781,4
7zv2BCCUu8bwd9fo9BA8IK,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: Präludium f-Moll, BWV 881",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.326,0.0436,5,-30.607,0,0.0407,0.995,0.908,0.0997,0.458,70.121,248293,4
2bHvQDx7KWAWxlopZGZDMo,"24 Préludes, Op. 28: No. 4 in E Minor (Arr. Franchomme for Cello) [Adapted for 4 Cellos by Matthias Spindler]",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.0888,0.105,7,-21.092,1,0.0538,0.977,0.9,0.11,0.0317,176.347,137693,1
7KrdT8Zk0WGeyNtaCwQR08,"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyres",Richard Wagner,"['classical', 'german opera', 'german romanticism', 'late romantic era']",0.235,0.365,7,-13.864,1,0.0356,0.927,0.907,0.17,0.126,91.187,183667,3
4Lpe7VxL34rcMnpfOwoqOI,"Requiem in D Minor, K.626: III. Sequentia: f. Lacrimosa",Wolfgang Amadeus Mozart,"['classical', 'classical era', 'lullaby']",0.149,0.101,2,-19.935,0,0.0342,0.984,0.917,0.184,0.0486,79.567,202000,4
3vSOD8Ng5m8eLH4EhoJcTL,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin",Claude Debussy,"['classical', 'impressionism', 'post-romantic era']",0.377,0.0105,6,-32.994,1,0.0426,0.994,0.895,0.0638,0.0996,76.055,143806,3
4sh6V9AnglIBepfD5mTyqn,For Mark,Joep Beving,"['compositional ambient', 'neo-classical']",0.277,0.0148,9,-33.992,1,0.035,0.994,0.917,0.103,0.153,138.564,309600,4
3QPPP2YozZ5xmMmpDB3c9n,Hallelujah (Arr. Cello & Strings),Leonard Cohen,"['canadian singer-songwriter', 'melancholia', 'permanent wave', 'singer-songwriter']",0.166,0.0551,9,-19.494,0,0.052,0.976,0.635,0.119,0.143,176.616,206520,3
67XXdBK80hV7APXgWwb3jg,"Preghiera (Arr. By Fritz Kreisler From Piano Concerto No. 2 In C Minor, Op. 18, 2nd Movement)",Sergei Rachmaninoff,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",0.221,0.0612,0,-21.344,1,0.0392,0.97,0.491,0.0661,0.0692,104.181,329653,3
0EnEULk14Oso59QtQHVUoC,"Violin Concerto No. 2 in E, BWV 1042: 1. Allegro",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.447,0.327,4,-16.489,1,0.0432,0.864,0.0224,0.085,0.565,100.439,445624,4
7lY6qt63y0Ag5lpHMVglLo,"Symphony No. 3 in F, Op. 90: 3. Poco allegretto",Johannes Brahms,"['classical', 'german romanticism', 'late romantic era']",0.0746,0.0327,0,-27.191,0,0.0412,0.959,0.886,0.087,0.0504,75.083,403333,3
5wDBBKEIiDYwPQj4SpbBPI,"24 Préludes, Op. 28: No. 15 in D-Flat Major: Sostenuto",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.335,0.0118,1,-23.89,1,0.0406,0.992,0.933,0.085,0.0805,91.146,290933,4
3FtVBG9AY9KEIXcMhCUrAG,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Ludwig van Beethoven,"['classical', 'classical era', 'early romantic era', 'german romanticism']",0.404,0.182,0,-18.564,0,0.047,0.871,0.789,0.3,0.206,98.539,418000,4
1gK2cDl2dY7DFUEXvoMms6,"Variations and Fugue on a Theme by Handel, Op.24: Aria - Live",Johannes Brahms,"['classical', 'german romanticism', 'late romantic era']",0.491,0.0759,10,-25.558,1,0.0485,0.988,0.943,0.128,0.549,98.595,52929,5
4nd6FMCfNFWkbi2dnsf5I3,"3 Gymnopédies: No. 1, Lent et douloureux",Erik Satie,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']",0.425,0.00472,7,-37.89,1,0.0479,0.996,0.953,0.0985,0.484,81.93,190560,3
595G0No6FI82sWWsbsQEoX,Eternity And A Day: 2. By The Sea,Eleni Karaindrou,"['greek contemporary classical', 'soundtrack']",0.361,0.0437,10,-27.32,0,0.0643,0.994,0.756,0.118,0.18,162.158,107000,4
1ypvFPpRdI7bV38hctvL2Z,"Suite bergamasque, L. 75: III. Clair de lune (Arr. Roelens for Violin and Piano)",Claude Debussy,"['classical', 'impressionism', 'post-romantic era']",0.159,0.054,1,-23.234,1,0.054,0.977,0.0148,0.0961,0.062,174.394,278547,3
4u2Kn8DaYBEuB19AjWcMDn,The Drifter,Gabríel Ólafs,"['background piano', 'neo-classical']",0.192,0.0626,11,-26.368,0,0.0371,0.953,0.9,0.147,0.0395,77.698,168085,5
6mfmrVSe5Cm7cvsNwW6uJk,"Ave Maria, S. 558 (after Schubert, D. 839)",Franz Liszt,"['classical', 'late romantic era']",0.335,0.0287,10,-27.4,1,0.041,0.991,0.888,0.0874,0.0371,67.446,328000,4
5EGQC8qSbx5xQD8dlat1R3,Myfanwy (Arr. for Solo Cello),Sheku Kanneh-Mason,['classical cello'],0.218,0.0363,7,-23.891,1,0.05,0.96,0.886,0.124,0.078,121.017,219693,4
6kFy7huUv9xoGw52pZgh6H,Nocturne (Arr. for Solo Violin and Piano),Dobrinka Tabakova,['21st century classical'],0.244,0.0739,1,-22.008,0,0.0547,0.986,0.0152,0.0832,0.0931,86.218,226028,4
63ow4jM1Yg5qpILxh9vtkO,"Kinderszenen, Op. 15: No. 7, Träumerei - Upright Piano",Robert Schumann,"['early romantic era', 'german romanticism']",0.498,0.00875,5,-34.43,1,0.0396,0.994,0.957,0.0836,0.289,78.711,161373,3
31BLOz0XDJPPDKI94Gd14v,"Main Title - From ""Star Wars: A New Hope""",John Williams,"['orchestral soundtrack', 'soundtrack']",0.197,0.422,0,-13.065,1,0.0423,0.513,0.555,0.284,0.0948,94.018,385070,4
33DWEcHqtj1w5rnghLE77x,Schindler's List: Main Theme,John Williams,"['orchestral soundtrack', 'soundtrack']",0.0875,0.112,2,-22.576,0,0.0471,0.966,0.39,0.0931,0.0394,68.218,223173,3
4CBIdJ5o1XyMlkUg4jOHWg,"Andante spianato et Grande polonaise brillante, Op. 22: I. Andante spianato",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.203,0.00733,7,-36.605,1,0.0402,0.959,0.877,0.104,0.0806,62.017,241800,4
4JXppv83zXXt1tNs4MsXd6,White Flowers Take Their Bath,Meredi,['neo-classical'],0.202,0.174,4,-12.877,0,0.048,0.903,0.868,0.184,0.0386,126.118,186469,4
7IHEJdJhju1F2rhIiwgawx,"Fantasia in D Minor, K. 397",Wolfgang Amadeus Mozart,"['classical', 'classical era', 'lullaby']",0.382,0.0499,2,-25.262,1,0.0548,0.994,0.906,0.109,0.0779,125.903,316653,4
65J9Ep6oWjSgyJ8MFChjWl,"Nulla in mundo pax, R.630: 1. Nulla in mundo pax sincera - Edit",Antonio Vivaldi,"['baroque', 'classical', 'early music', 'italian baroque']",0.302,0.183,3,-14.139,1,0.044,0.808,0.0198,0.17,0.111,99.064,168013,4
6Ntsj2X8cjYHoG9ykImLsT,"Solomon, HWV 67 / Act III: Sinfonia ""The Arrival of the Queen of Sheba""",George Frideric Handel,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']",0.607,0.323,9,-17.426,1,0.0416,0.938,0.933,0.274,0.891,117.574,188000,4
5RWA30VaTsYkFrkzxKL3aK,Luminous,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",0.307,0.00229,1,-34.977,1,0.0519,0.992,0.931,0.098,0.281,67.775,283280,5
3uzaVkdNuUZOn3KtsQjwDy,Le Jardin de Monsieur Monet,Stephan Moccio,['background piano'],0.357,0.0431,2,-25.461,1,0.0334,0.992,0.948,0.13,0.0698,131.976,313973,4
1YluEbLfaWBfV2GpQQLOcZ,"Nocturne No. 6 in G Minor, Op. 15 No. 3",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.447,0.0159,2,-25.612,0,0.063,0.995,0.933,0.195,0.107,131.542,236467,4
0d71p8tQDxLgdTkEHcxQyl,"Après un rêve, Op. 7, No. 1 (Arr. Piano)",Gabriel Fauré,"['classical', 'post-romantic era']",0.411,0.0155,5,-28.791,0,0.0406,0.995,0.88,0.0813,0.0379,97.841,198493,3
2Fqi28vvtFUjKSCrKGUg4i,"Berceuse in D-Flat Major, Op. 57",Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0.414,0.0454,1,-28.278,1,0.0421,0.992,0.891,0.104,0.0388,69.508,339893,4
5qbnxwnIF29nZXXOh7dpD7,El abrazo,Quique Sinesi,"['folklore argentino', 'guitarra argentina']",0.211,0.0288,2,-35.825,1,0.0448,0.989,0.94,0.0992,0.222,112.74,199253,3
2XYEu7Deyz20WeL6Py3XLc,Glassworks: Opening,Philip Glass,"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']",0.0745,0.00696,3,-39.507,1,0.0434,0.994,0.915,0.071,0.0846,213.087,464453,3
1fWeZQfdmAoi3HWpHcn4tM,"Souvenir d'un lieu cher, Op. 42: 3. Mélodie",Pyotr Ilyich Tchaikovsky,"['classical', 'classical drill', 'late romantic era', 'russian romanticism']",0.225,0.0486,3,-25.253,1,0.0609,0.873,0.0292,0.096,0.0695,98.763,232680,5
5xm20JNLHy9vUVrnmZS6Uj,"The Nutcracker, Op. 71, TH.14 / Act 2: No. 14c Pas de deux: Variation II (Dance of the Sugar-Plum Fairy)",Pyotr Ilyich Tchaikovsky,"['classical', 'classical drill', 'late romantic era', 'russian romanticism']",0.307,0.0515,4,-28.493,0,0.0324,0.708,0.631,0.42,0.154,128.056,125533,4
4cfwFc5ptXuzQMT9fSdnOl,Two Dialogues with Postscript: III. Morning Serenade - Edit,Valentin Silvestrov,"['ukrainian classical', 'ukrainian classical piano']",0.0659,0.0102,4,-34.463,0,0.0461,0.866,0.941,0.0899,0.0376,69.004,162133,4
213c1iusR15fQyr8ttyi1v,WHEN THE GRASS WAS GREENER / Nino Rota: Valzer,Nino Rota,"['classic soundtrack', 'italian soundtrack', 'orchestral soundtrack', 'vintage italian soundtrack']",0.264,0.0516,4,-24.887,1,0.0433,0.992,0.894,0.0908,0.0782,70.802,171667,3
4i8ly7ffzWu8nfKLI8SZFj,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.221,0.126,0,-25.367,1,0.0447,0.989,0.897,0.0769,0.216,133.564,139307,4
4DsbdOinvRPoD2ax4DhxMU,"Sonata for Piano and Violin in E Minor, K. 304: II. Tempo di minuetto",Wolfgang Amadeus Mozart,"['classical', 'classical era', 'lullaby']",0.35,0.118,4,-21.192,0,0.0415,0.968,0.0607,0.118,0.255,124.135,337587,3
1jcQ040aWKeiUGJ2IcnFtV,Sunset Bird,Yiruma,"['korean instrumental', 'neo-classical', 'new age piano']",0.349,0.191,0,-16.111,0,0.0463,0.992,0.936,0.132,0.0414,140.422,191000,3
0Gqd8s8FPiCn8k6BLp3kVa,Part XI - Live,Keith Jarrett,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']",0.472,0.0284,9,-24.192,0,0.0568,0.991,0.837,0.0427,0.11,131.654,340414,4
6g4APvysGUmiSl9hyxPboK,fields of forever,Chad Lawson,['new age piano'],0.153,0.0422,7,-22.307,0,0.0367,0.964,0.887,0.0992,0.0422,83.81,290847,4
4JWVkr5jUjylM3hMG5zvXw,"""Was mir behagt, ist nur die muntre Jagd"" Cantata, BWV 208: 9. Schafe können sicher weiden (Arr. For Piano Four Hands by Mary Howe)",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.527,0.0325,10,-26.594,1,0.0359,0.995,0.882,0.113,0.187,111.15,255267,4
3z3nJD2LEW3yFMaEjjGerZ,Deux Arabesques L. 66: No. 1 Andante con moto,Claude Debussy,"['classical', 'impressionism', 'post-romantic era']",0.279,0.0172,4,-27.441,1,0.035,0.994,0.885,0.077,0.0608,75.631,236600,3
29T3H5d9TgTlYcKiuNxdRT,Lawson: Stay,Chad Lawson,['new age piano'],0.205,0.0821,3,-24.012,1,0.0482,0.958,0.933,0.0996,0.0593,68.853,201074,3
6q5co1XdRmnMeWlL1RWXPK,Gnossienne No. 1 (Arr. Kleynjans),Erik Satie,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']",0.354,0.0125,4,-27.577,0,0.0443,0.995,0.959,0.0782,0.0691,98.211,220560,4
1BbQIyPnuhVIlJEqPcY3Ug,"Six Pieces, Op. 51, TH 143: VI. Valse sentimentale. Tempo di Valse",Pyotr Ilyich Tchaikovsky,"['classical', 'classical drill', 'late romantic era', 'russian romanticism']",0.252,0.0578,1,-26.184,1,0.0518,0.953,0.0163,0.0721,0.0391,108.013,141707,4
5RqKo9P4DLA0bVyY70cWkr,saman,Ólafur Arnalds,"['bow pop', 'compositional ambient', 'icelandic classical', 'neoclassical darkwave']",0.583,0.0238,0,-32.244,0,0.0369,0.994,0.847,0.103,0.426,108.74,131923,4
43bSKCMWHIuBsUVmQcDX1J,"Rêverie, L. 68: Rêverie",Claude Debussy,"['classical', 'impressionism', 'post-romantic era']",0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,3
6a3LTwG4gwiC62EUNff5AD,Woman´s Prayer,G. I. Gurdjieff,[],0.103,0.00526,5,-29.845,0,0.0468,0.989,0.839,0.0997,0.0433,82.597,118853,1
0scC8HqVaRe04wA0EeAZLp,Silver Light,Sebastian Rochford,[],0.458,0.0259,3,-27.928,0,0.0502,0.964,0.828,0.108,0.204,123.716,295547,4
171fKTIvL8wDal3N6Uv0Bk,A Collective Destiny,Luke Howard,"['australian ambient', 'compositional ambient', 'neo-classical']",0.233,0.00786,7,-31.624,1,0.0528,0.958,0.905,0.106,0.0686,132.011,262000,3
7dZyWWwjruK9YiJiN9mbMC,The Sacred Veil: XII. Child of Wonder,Eric Whitacre,"['21st century classical', 'american 21st century classical', 'choral', 'contemporary choir']",0.175,0.0283,3,-26.8,1,0.0405,0.986,0.873,0.0721,0.0328,67.495,281667,3
7pgJTa3eZM4kkT2vsZUmFt,Méditation from Thaïs,Jules Massenet,"['classical', 'french opera', 'french romanticism', 'post-romantic era']",0.114,0.0701,4,-23.417,0,0.0445,0.87,0.431,0.0916,0.0371,89.33,331933,1
6aANvQTjMgtOlCAaHlYcyn,"Schwanengesang, D. 957: IV. Ständchen in D Minor (Arr. for Violin and Piano)",Franz Schubert,"['classical', 'classical era', 'early romantic era']",0.235,0.0561,2,-23.311,1,0.0442,0.95,0.29,0.119,0.0518,107.619,271560,4
419qlOGNXoyICx4jO0hqaj,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",Sergei Rachmaninoff,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4
7staad9eqX2BbnJBQ8m9tc,"Carmen Fantasy, Op. 25: I. Moderato",Pablo de Sarasate,"['classical', 'late romantic era', 'violin']",0.357,0.136,2,-21.212,1,0.0618,0.921,0.00342,0.264,0.409,88.931,194946,4
6t7lMFHSifu9j8NPMNCv9T,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0.0891,0.0894,2,-25.653,1,0.042,0.936,0.748,0.416,0.0728,80.828,284000,4
2k2MprlqkmDMKKOOWGREzW,"Dawn - From ""Pride & Prejudice"" Soundtrack",Dario Marianelli,"['orchestral soundtrack', 'soundtrack']",0.332,0.0525,0,-24.1,1,0.0388,0.991,0.891,0.0683,0.097,78.853,158600,3
2Lio4KTzsA8BPLhXmyo4CQ,Für Alina,Arvo Pärt,"['baltic classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']",0.476,0.000707,11,-36.606,0,0.164,0.864,0.299,0.104,0.27,68.311,647973,4
7BpDcPsVqfMgHdVglLK3Kt,Nocturnal,Joep Beving,"['compositional ambient', 'neo-classical']",0.219,0.0153,9,-33.563,0,0.0346,0.994,0.923,0.0934,0.1,57.439,312757,4
3iWo5Y9DpJNdFI3lERYgEy,"Ave verum corpus, K. 618 (Transcr. Liszt for Solo Piano)",Wolfgang Amadeus Mozart,"['classical', 'classical era', 'lullaby']",0.487,0.00409,11,-38.66,1,0.0612,0.985,0.894,0.0965,0.16,115.369,242811,4
4PRnYCH5hoxypKVcOBvx3a,"Danse Macabre, Op. 40, R.171",Camille Saint-Saëns,"['classical', 'french romanticism', 'late romantic era']",0.371,0.131,7,-23.899,0,0.0422,0.898,0.925,0.0847,0.0656,106.872,442693,4
6xdhAIbohZbctt3rstAsnH,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Summer 1 - 2022",Max Richter,"['compositional ambient', 'post-minimalism']",0.263,0.388,7,-11.125,1,0.04,0.266,0.0874,0.0933,0.152,137.852,231732,4
